UPC,EAN,Custom SKU,Manufact. SKU,Item,Remaining,Sale Price
191520663506,,,,CCM Elbow Pads JR FT6 Pro M,4,$139.99 
191520885489,,,,CCM Hockey Pants Black Senior SL AS 580,4,$139.99 
191520818753,,,,CCM Tacks XF Shin Guards - Junior 11,4,$139.99 
191520818777,,,,CCM Tacks XF Shin Guards - Junior 13,4,$139.99 
681489129804,,,,TRUE CATALYST 7X3 2023 ANATOMICAL FIT GLOVE BLACK 14,4,$159.99 
191520663469,,,,CCM Elbow Pads SR FT6 Pro S,4,$159.99 
191520663476,,,,CCM Elbow Pads SR FT6 Pro M,4,$159.99 
191520818739,,,,CCM Tacks XF Shin Guards - Senior 16,4,$159.99 
191520663704,,,,CCM Jetspeed FT6 Pro Shin Guards - Junior 13,4,$159.99 
681489159894,,,,"TRUE PROJECT X SMOKE JR OPS, 20 FLEX, T92 CURVE, RIGHT, 48""",4,$169.99 
191520284688,,,,CCM Step Steel DLC Black 263,4,$169.99 
191520816933,,,,CCM Hockey Gloves Black 14 XF,4,$169.99 
191520818661,,,,CCM Tacks XF Pro Shin Guards - Junior 12,4,$169.99 
191520818180,,,,CCM Tacks XF Shoulder Pads - Senior S,4,$179.99 
191520818197,,,,CCM Tacks XF Shoulder Pads - Senior M,4,$179.99 
681489159931,,,,"TRUE PROJECT X SMOKE JR OPS, 30 FLEX, T92 CURVE, RIGHT, 50""",4,$189.99 
191520816865,,,,CCM Hockey Gloves Black 11 XF Pro,4,$189.99 
191520816797,,,,CCM Hockey Gloves Black 12 XF Pro,4,$189.99 
191520797928,,,,CCM Jetspeed FT 7 Pro -  Youth Left P28 30,4,$199.99 
681489157777,,,,TRUE HZRDUS FURY 65 T92 RIGHT,4,$199.99 
681489159955,,,,"TRUE PROJECT X SMOKE JR OPS, 40 FLEX, T28 CURVE, RIGHT, 52""",4,$229.99 
681489159979,,,,"TRUE PROJECT X SMOKE JR OPS, 40 FLEX, T92 CURVE, RIGHT, 52""",4,$229.99 
681489159993,,,,"TRUE PROJECT X SMOKE JR OPS, 50 FLEX, T28 CURVE, RIGHT, 54""",4,$229.99 
681489160012,,,,"TRUE PROJECT X SMOKE JR OPS, 50 FLEX, T92 CURVE, RIGHT, 54""",4,$229.99 
191520659752,,,,CCM Hockey Gloves Black 14 FT6 Pro,4,$229.99 
191520818128,,,,CCM Tacks XF Pro Shoulder Pads - Senior XL,4,$229.99 
191520799359,,,,CCM Jetspeed FT7 Hockey Stick - Intermediate  HSFT7 IN CCM JS Stick 55 Grip 29 R,4,$239.99 
191520799335,,,,CCM Jetspeed FT7 Hockey Stick - Intermediate  HSFT7 IN CCM JS Stick 55 Grip 28 R,4,$239.99 
191520799397,,,,CCM Jetspeed FT7 Hockey Stick - Intermediate  HSFT7 IN CCM JS Stick 55 Grip 90TM R,4,$239.99 
191520797874,,191520798895,,CCM Jetspeed FT7 Pro Hockey Stick -  Junior  Right P29 40,4,$259.99 
,,,,TRUE 2021 ELITE EQUIPMENT BACKPACK BAG - BLACK/WHITE,4,$269.99 
191520882860,,,,CCM Vizion - Junior Left P28 +1/4 40,4,$289.99 
191520882808,,,,CCM Vizion - Junior Left P28 +1/4 50,4,$289.99 
191520870195,,,,CCM Tacks Classic Skate - Senior Regular 7,4,$329.99 
191520870218,,,,CCM Tacks Classic Skate - Senior Regular 8,4,$329.99 
191520870225,,,,CCM Tacks Classic Skate - Senior Regular 8.5,4,$329.99 
191520870232,,,,CCM Tacks Classic Skate - Senior Regular 9,4,$329.99 
191520870249,,,,CCM Tacks Classic Skate - Senior Regular 9.5,4,$329.99 
191520797980,,191520798468,191520797300,CCM Jetspeed FT7 Pro Hockey Stick - Senior Left P29 70,4,$359.99 
191520797423,,191520798062,191520798543,CCM Jetspeed FT7 Pro Hockey Stick - Senior Left P90 75,4,$359.99 
681489159665,,,,"TRUE PROJECT X SMOKE INT GOAL STICK, T31 CURVE, 24"" PADDLE, LEFT",4,$369.99 
191520633363,,,,CCM Jetspeed FT680 Skate - Senior  Regular 7,4,$449.99 
191520633387,,,,CCM Jetspeed FT680 Skate - Senior  Regular 8,4,$449.99 
191520285173,,,,CCM Step Steel Stainless 238,3,$109.99 
191520660949,,,,CCM Hockey Gloves Black 10 FT680,3,$109.99 
191520817862,,,,CCM Hockey Gloves Black 11 XF 80,3,$109.99 
191520817879,,,,CCM Hockey Gloves Black 12 XF 80,3,$109.99 
191520660963,,,,CCM Hockey Gloves Black 12 FT680,3,$109.99 
191520818821,,,,CCM Tacks XF 80 Shin Guards - Junior 12,3,$109.99 
191520818838,,,,CCM Tacks XF 80 Shin Guards - Junior 13,3,$109.99 
191520818319,,,,CCM Tacks XF 80 Shoulder Pads - Junior Large,3,$109.99 
627555326227,,,,Sherwood CODE Encrypt 1 Elbow Pad - Senior X-Large,3,$109.99 
191520663520,,,,CCM Elbow Pads SR FT6 S,3,$119.99 
191520660727,,,,CCM Hockey Gloves Red 15 FT680,3,$119.99 
191520441593,,,,CCM Hockey Pants Black Junior L AS 580,3,$119.99 
191520082857,,,,CCM Girdle Jr M,3,$119.99 
191520663780,,,,CCM Jetspeed FT680 Shin Guards - Senior 15,3,$119.99 
191520832216,,,,CCM Tacks Classic Shoulder Pads - Senior XL,3,$119.99 
191520663391,,,,CCM Jetspeed FT680 Shoulder Pads - Senior S,3,$119.99 
191520663407,,,,CCM Jetspeed FT680 Shoulder Pads - Senior M,3,$119.99 
191520818470,,,,CCM Elbow Pads JR Tacks XF L,3,$119.99 
191520818456,,,,CCM Elbow Pads JR Tacks XF S,3,$119.99 
681489136857,,,,True Hockey Gloves Black 14 XS3,3,$119.99 
681489160210,,,,"TRUE PROJECT X SMOKE YOUTH OPS, 15 FLEX, T92 CURVE, RIGHT, 46""",3,$129.99 
191520412098,,,,CCM Jetspeed 40 -  Youth Right P28 40,3,$129.99 
191520412111,,,,CCM Jetspeed 40 -  Youth Right P29 40,3,$129.99 
681489157715,,,,TRUE HZRDUS FURY 50 T28 RIGHT,3,$129.99 
681489158316,,,,TRUE HZRDUS FURY 50 T92.5 RIGHT,3,$129.99 
681489157678,,,,TRUE HZRDUS FURY 40 T28 RIGHT,3,$129.99 
681489158293,,,,TRUE HZRDUS FURY 40 T92.5 RIGHT,3,$129.99 
191520818791,,,,CCM Tacks XF 80 Shin Guards - Senior 15,3,$129.99 
191520663759,,,,CCM Jetspeed FT6 Shin Guards - Junior 12,3,$129.99 
681489129767,,,,TRUE CATALYST 7X3 2023 ANATOMICAL FIT GLOVE BLACK 10,3,$139.99 
681489129774,,,,TRUE CATALYST 7X3 2023 ANATOMICAL FIT GLOVE BLACK 11,3,$139.99 
681489129781,,,,TRUE CATALYST 7X3 2023 ANATOMICAL FIT GLOVE BLACK 12,3,$139.99 
191520660390,,,,CCM Hockey Gloves Black 12 FT6,3,$139.99 
191520819224,,,,CCM Hockey Pants Black Junior S XF,3,$139.99 
191520664114,,,,CCM Hockey Pants Black Junior M FT6,3,$139.99 
191520819231,,,,CCM Hockey Pants Black Junior M XF,3,$139.99 
191520442088,,,,CCM Hockey Pants Black Senior S AS 580,3,$139.99 
191520818432,,,,CCM Elbow Pads Sr Tacks XF L,3,$139.99 
191520818425,,,,CCM Elbow Pads Sr Tacks XF M,3,$139.99 
191520818760,,,,CCM Tacks XF Shin Guards - Junior 12,3,$139.99 
191520817220,,,,CCM Hockey Gloves Black 10 XF,3,$149.99 
191520817503,,,,CCM Hockey Gloves Red 11 XF,3,$149.99 
191520817510,,,,CCM Hockey Gloves Red 12 XF,3,$149.99 
191520817237,,,,CCM Hockey Gloves Black 11 XF,3,$149.99 
191520818371,,,,CCM Elbow Pads JR Tacks XF Pro L,3,$149.99 
191520818364,,,,CCM Elbow Pads JR Tacks XF Pro M,3,$149.99 
191520072070,,,,CCM Girdle S,3,$149.99 
191520663384,,,,CCM Jetspeed FT6 Shoulder Pads - Junior L,3,$149.99 
681489129798,,,,TRUE CATALYST 7X3 2023 ANATOMICAL FIT GLOVE BLACK 13,3,$159.99 
191520660123,,,,CCM Hockey Gloves Blue 15 FT6,3,$159.99 
191520663483,,,,CCM Elbow Pads SR FT6 Pro L,3,$159.99 
191520419424,,,,CCM Tacks Team - Senior Left P29 85,3,$169.99 
191520284633,,,,CCM Step Steel DLC Black 221,3,$169.99 
191520284695,,,,CCM Step Steel DLC Black 271,3,$169.99 
191520816469,,,,CCM Hockey Gloves white / black 14 4R Pro 3,3,$169.99 
191520818678,,,,CCM Tacks XF Pro Shin Guards - Junior 13,3,$169.99 
191520663339,,,,CCM Jetspeed FT6 Shoulder Pads - Senior M,3,$169.99 
681489130008,,,,TRUE CATALYST 9X3 2023 ANATOMICAL FIT GLOVE BLACK 10,3,$179.99 
681489130015,,,,TRUE CATALYST 9X3 2023 ANATOMICAL FIT GLOVE BLACK 11,3,$179.99 
681489130022,,,,TRUE CATALYST 9X3 2023 ANATOMICAL FIT GLOVE BLACK 12,3,$179.99 
191520659967,,,,CCM Hockey Gloves Black 12 FT6 Pro,3,$179.99 
191520818340,,,,CCM Elbow Pads SR Tacks XF Pro L,3,$179.99 
191520818333,,,,CCM Elbow Pads SR Tacks XF Pro M,3,$179.99 
191520831899,,,,CCM Hockey Pants Black Junior L XF Pro,3,$179.99 
191520831882,,,,CCM Hockey Pants Black Junior M XF Pro,3,$179.99 
681489159917,,,,"TRUE PROJECT X SMOKE JR OPS, 30 FLEX, T28 CURVE, RIGHT, 50""",3,$189.99 
191520816889,,,,CCM Hockey Gloves Red 11 XF Pro,3,$189.99 
191520663315,,,,CCM Jetspeed FT6 Pro Shoulder Pads - Junior L,3,$189.99 
191520816872,,,,CCM Hockey Gloves black/gray 12 XF Pro,3,$189.99 
681489079406,,,,TRUE 2021 ELITE EQUIPMENT WHEEL BAG - BLACK/WHITE,3,$199.99 
681489148676,,,,TRUE HZRDUS JUNIOR STOCK GOALIE BLOCKER - WHITE/WHITE,3,$199.99 
191520797935,,,,CCM Jetspeed FT 7 Pro -  Youth Right P28 30,3,$199.99 
681489157814,,,,TRUE HZRDUS FURY 75 T28 RIGHT,3,$199.99 
681489158255,,,,TRUE HZRDUS FURY 55 T28 RIGHT,3,$199.99 
681489158279,,,,TRUE HZRDUS FURY 55 T92 RIGHT,3,$199.99 
191520818142,,,,CCM Tacks XF Pro Shoulder Pads - Junior L,3,$199.99 
627555382698,,,,Sherwood CODE Encrypt Pro Stick - Junior Right PP92 30,3,$199.99 
191520663261,,,,CCM Jetspeed FT6 Pro Shoulder Pads - Senior S,3,$219.99 
191520663292,,,,CCM Jetspeed FT6 Pro Shoulder Pads - Senior XL,3,$219.99 
191520659769,,,,CCM Hockey Gloves Black 15 FT6 Pro,3,$229.99 
191520816605,,,,CCM Hockey Gloves Black 13 XF Pro,3,$229.99 
191520816629,,,,CCM Hockey Gloves white / black 15 XF Pro,3,$229.99 
191520663858,,,,CCM Hockey Pants Black Senior L FT6 Pro,3,$229.99 
191520663834,,,,CCM Hockey Pants Black Senior S FT6 Pro,3,$229.99 
191520663841,,,,CCM Hockey Pants Black Senior M FT6 Pro,3,$229.99 
191520818104,,,,CCM Tacks XF Pro Shoulder Pads - Senior M,3,$229.99 
191520870522,,,,CCM Tacks Classic Skate - Junior Regular 1.5,3,$229.99 
191520870546,,,,CCM Tacks Classic Skate - Junior Regular 2.5,3,$229.99 
191520870553,,,,CCM Tacks Classic Skate - Junior Regular 3,3,$229.99 
191520799274,,,,CCM Jetspeed FT7 Hockey Stick - Intermediate Right P29 65,3,$239.99 
191520799311,,,,CCM Jetspeed FT7 Hockey Stick - Intermediate Right P90 65,3,$239.99 
681489148591,,,,TRUE HZRDUS JUNIOR STOCK GOALIE CATCHER - WHITE/WHITE,3,$249.99 
191520818906,,,,CCM Hockey Pants Black Senior L XF Pro,3,$249.99 
191520818883,,,,CCM Hockey Pants Black Senior S XF Pro,3,$249.99 
191520071974,,,,CCM Tacks 910 Helmet Black M,3,$249.99 
191520334390,,,3707421,HT910 SR CCM TACKS HF Helmet Black XS,3,$249.99 
191520633707,,,,CCM Jetspeed FT680 Skate - Junior Regular 1,3,$249.99 
191520633714,,,,CCM Jetspeed FT680 Skate - Junior Regular 1.5,3,$249.99 
191520633745,,,,CCM Jetspeed FT680 Skate - Junior Regular 3,3,$249.99 
191520633752,,,,CCM Jetspeed FT680 Skate - Junior Regular 3.5,3,$249.99 
681489144784,,,,True Project X Stick Junior 50 T28 Left,3,$249.99 
191520797867,,191520798888,191520798406,CCM Jetspeed FT7 Pro Hockey Stick -  Junior,3,$259.99 
191520798369,,191520797829,191520798840,CCM Jetspeed FT7 Pro Hockey Stick -  Junior,3,$259.99 
191520798420,,191520798901,191520797904,CCM Jetspeed FT7 Pro Hockey Stick -  Junior,3,$259.99 
681489126322,,,,"TRUE CATALYST 7X3 2023 INT OPS, 55 FLEX, T92 CURVE, RIGHT, 58""",3,$269.99 
191520882891,,,,CCM Vizion - Junior Right P29 +1/4 40,3,$289.99 
191520882877,,,,CCM Vizion - Junior Right P28 +1/4 40,3,$289.99 
191520882815,,,,CCM Vizion - Junior Right P28 +1/4 50,3,$289.99 
191520882839,,,,CCM Vizion - Junior Right P29 +1/4 50,3,$289.99 
191520882822,,,,CCM Vizion - Junior Left P29 +1/4 50,3,$289.99 
681489131135,,,,TRUE CATALYST 7X3 2023 STOCK GOALIE BLOCKER - WHITE/WHITE - STANDARD,3,$299.99 
681489149802,,,,TRUE HZRDUS 7X 2024 STOCK GOALIE BLOCKER - BLACK/BLACK,3,$299.99 
191520071868,,,,CCM Tacks 910 Helmet Combo Black M,3,$299.99 
191520870430,,,,CCM Tacks Classic Skate - Intermediate Regular 4,3,$299.99 
191520870447,,,,CCM Tacks Classic Skate - Intermediate Regular 4.5,3,$299.99 
191520870416,,,,CCM Tacks Classic Skate - Intermediate Regular 6,3,$299.99 
191520870423,,,,CCM Tacks Classic Skate - Intermediate Regular 6.5,3,$299.99 
681489131036,,,,TRUE CATALYST 7X3 2023 STOCK GOALIE CATCHER - WHITE/WHITE - STANDARD,3,$309.99 
681489126759,,,,"TRUE CATALYST 9X3 2023 INT OPS, 55 FLEX, T28 CURVE, RIGHT, 58""",3,$329.99 
191520870201,,,,CCM Tacks Classic Skate - Senior Regular 7.5,3,$329.99 
191520870256,,,,CCM Tacks Classic Skate - Senior Regular 10,3,$329.99 
681489159788,,,,"TRUE PROJECT X SMOKE INT OPS, 50 FLEX, T28 CURVE, LEFT, 56""",3,$339.99 
681489159801,,,,"TRUE PROJECT X SMOKE INT OPS, 50 FLEX, T92 CURVE, LEFT, 56""",3,$339.99 
681489159849,,,,"TRUE PROJECT X SMOKE INT OPS, 60 FLEX, T28 CURVE, LEFT, 58""",3,$339.99 
681489159863,,,,"TRUE PROJECT X SMOKE INT OPS, 60 FLEX, T92 CURVE, LEFT, 58""",3,$339.99 
191520797621,,191520798222,191520798703,CCM Jetspeed FT7 Pro Hockey Stick- Intermediate Left P29 65,3,$339.99 
191520797706,,191520798765,191520798284,CCM Jetspeed FT7 Pro Hockey Stick- Intermediate Left P29 55,3,$339.99 
191520798208,,191520798680,191520797607,CCM Jetspeed FT7 Pro Hockey Stick- Intermediate Left P28 65,3,$339.99 
191520797744,,191520798307,191520798789,CCM Jetspeed FT7 Pro Hockey Stick- Intermediate Left P90 55,3,$339.99 
191520797683,,191520798741,191520798260,CCM Jetspeed FT7 Pro Hockey Stick- Intermediate Left P28 55,3,$339.99 
681489149840,,,,TRUE HZRDUS 7X 2024 STOCK GOALIE CATCHER - BLACK/BLACK,3,$349.99 
681489148690,,,,TRUE HZRDUS 7X 2024 STOCK GOALIE CATCHER - WHITE/WHITE,3,$349.99 
191520797461,,191520798581,191520798109,CCM Jetspeed FT7 Pro Hockey Stick - Senior Left P29 80,3,$359.99 
681489159689,,,,"TRUE PROJECT X SMOKE SR GOAL STICK, T31 CURVE, 26"" PADDLE, LEFT",3,$369.99 
681489160043,,,,"TRUE PROJECT X SMOKE SR OPS, 65 FLEX, T28 CURVE, LEFT, 60""",3,$369.99 
681489160067,,,,"TRUE PROJECT X SMOKE SR OPS, 65 FLEX, T92 CURVE, LEFT, 60""",3,$369.99 
681489160074,,,,"TRUE PROJECT X SMOKE SR OPS, 65 FLEX, T92 CURVE, RIGHT, 60""",3,$369.99 
681489160104,,,,"TRUE PROJECT X SMOKE SR OPS, 75 FLEX, T28 CURVE, LEFT, 62""",3,$369.99 
191520882518,,,,CCM Vizion - Senior Right P28 +1/4 75,3,$389.99 
191520882457,,,,CCM Vizion - Senior Right P28 +1/4 70,3,$389.99 
191520633417,,,,CCM Jetspeed FT680 Skate - Senior  Regular 9.5,3,$449.99 
191520633424,,,,CCM Jetspeed FT680 Skate - Senior  Regular 10,3,$449.99 
681489062019,,,,TRUE CATALYST 9X3 2023 STOCK GOALIE CATCHER - WHITE/WHITE - STANDARD,3,$454.99 
191520632885,,,,CCM Jetspeed FT6 Pro Skate - Junior Regular 2,3,$499.99 
191520632892,,,,CCM Jetspeed FT6 Pro Skate - Junior Regular 2.5,3,$499.99 
681489148638,,,,TRUE HZRDUS 9X 2024 STOCK GOALIE BLOCKER - BLACK/BLACK,3,$549.99 
191520779757,,,,CCM Tacks XF 90 Skate - Senior Regular 9,3,$549.99 
681489148713,,,,TRUE HZRDUS 9X 2024 STOCK GOALIE CATCHER - BLACK/BLACK,3,$649.99 
191520633288,,,,CCM Jetspeed FT6 Skate - Intermediate Regular 4,3,$669.99 
191520633264,,,,CCM Jetspeed FT6 Skate - Intermediate Regular 6,3,$669.99 
191520779528,,,,CCM Tacks XF Skate - Intermediate Regular 4.5,3,$749.99 
191520633028,,,,CCM Jetspeed FT6 Skate - Senior Regular 7,3,$769.99 
191520633042,,,,CCM Jetspeed FT6 Skate - Senior Regular 8,3,$769.99 
191520633066,,,,CCM Jetspeed FT6 Skate - Senior Regular 9,3,$769.99 
191520633073,,,,CCM Jetspeed FT6 Skate - Senior Regular 9.5,3,$769.99 
191520633080,,,,CCM Jetspeed FT6 Skate - Senior Regular 10,3,$769.99 
681489147044,,,,True Catalyst 7X4 Player Skate - Senior Standard 8,3,$799.99 
191520884345,,,,CCM Tacks 652 Pro - Tapered 7.5,3,"$1,099.99 "
191520836030,,,,CCM Tacks XF Pro Skate - Senior Tapered 7.0,3,"$1,099.99 "
191520632465,,,,CCM Jetspeed FT6 Pro Skate - Senior  Tapered 7,3,"$1,149.99 "
191520632472,,,,CCM Jetspeed FT6 Pro Skate - Senior  Tapered 7.5,3,"$1,149.99 "
191520632489,,,,CCM Jetspeed FT6 Pro Skate - Senior  Tapered 8,3,"$1,149.99 "
191520632496,,,,CCM Jetspeed FT6 Pro Skate - Senior  Tapered 8.5,3,"$1,149.99 "
191520632519,,,,CCM Jetspeed FT6 Pro Skate - Senior  Tapered 9.5,3,"$1,149.99 "
191520632526,,,,CCM Jetspeed FT6 Pro Skate - Senior  Tapered 10,3,"$1,149.99 "
191520632359,,,,CCM Jetspeed FT6 Pro Skate - Senior  Regular 7,3,"$1,149.99 "
191520632373,,,,CCM Jetspeed FT6 Pro Skate - Senior  Regular 8,3,"$1,149.99 "
191520632397,,,,CCM Jetspeed FT6 Pro Skate - Senior  Regular 9,3,"$1,149.99 "
191520632403,,,,CCM Jetspeed FT6 Pro Skate - Senior  Regular 9.5,3,"$1,149.99 "
191520663452,,,,CCM Jetspeed FT680 Shoulder Pads - Junior L,2,$104.99 
191520285142,,,,CCM Step Steel Stainless 215,2,$109.99 
191520285241,,,,CCM Step Steel Stainless 295,2,$109.99 
191520817855,,,,CCM Hockey Gloves Black 10 XF 80,2,$109.99 
191520660956,,,,CCM Hockey Gloves Black 11 FT680,2,$109.99 
191520818296,,,,CCM Tacks XF 80 Shoulder Pads - Junior Small,2,$109.99 
815471026059,,,,Warroad Blade Tech Pants Medium,2,$109.99 
815471026066,,,,Warroad Blade Tech Pants Large,2,$109.99 
627555329754,,,,Sherwood CODE Encrypt 2 Shoulder Pad - Senior Medium,2,$109.99 
627555326203,,,,Sherwood CODE Encrypt 1 Elbow Pad - Senior Medium,2,$109.99 
627555326210,,,,Sherwood CODE Encrypt 1 Elbow Pad - Senior Large,2,$109.99 
627934282687,,,,Sherwood Legend 2 Pant - Junior Small,2,$109.99 
681489151751,,,,"TRUE HZRDUS 5X4 2024 JR GOAL STICK, T31 CURVE, 21"" PADDLE, LEFT",2,$110.49 
191520674526,,,,"CCM Black Goalie Carry Bag 42""",2,$114.99 
681489122751,,,,JRZ SHIFT MAX STAINLESS STEEL PLAYER - 246,2,$119.99 
681489122768,,,,JRZ SHIFT MAX STAINLESS STEEL PLAYER - 254,2,$119.99 
681489122782,,,,JRZ SHIFT MAX STAINLESS STEEL PLAYER - 272,2,$119.99 
191520412036,,,,CCM Jetspeed 30 -  Youth Right P29 30,2,$119.99 
191520412005,,,,CCM Jetspeed 30 -  Youth Left P28 30,2,$119.99 
191520412012,,,,CCM Jetspeed 30 -  Youth Right P28 30,2,$119.99 
191520817596,,,,CCM Hockey Gloves Black 11 Classic SE,2,$119.99 
191520660642,,,,CCM Hockey Gloves Black 13 FT680,2,$119.99 
191520660666,,,,CCM Hockey Gloves white / black 15 FT680,2,$119.99 
191520817602,,,,CCM Hockey Gloves Black 12 Classic SE,2,$119.99 
191520441654,,,,CCM Hockey Pants Blue Junior L AS 580,2,$119.99 
191520441555,,,,CCM Hockey Pants Red Junior M AS 580,2,$119.99 
191520082864,,,,CCM Girdle Jr L,2,$119.99 
191520334444,,,,CCM Tacks 210 Helmet Black XS,2,$119.99 
191520301286,,,,CCM Tacks 210 Helmet Black S,2,$119.99 
191520301408,,,,CCM Tacks 210 Helmet Red S,2,$119.99 
681489136840,,,,True Hockey Gloves Black 13 XS3,2,$119.99 
627934286050,,,,Sherwood Legend 2 Stick - Junior Right PP28 45,2,$119.99 
